Setembro
1938
Anne Perry
2023
Larry Scott
2014
1939
Fúlvio Stefanini
Daliah Lavi
Vítor Constâncio
Lin Shaye
Köbi Kuhn
Bertil Roos
2016
1945
Hermano Henning
Pedro José Nepomuceno Cunha
1946
Ali Parvin
Chris Nicholl
Ilich Ramírez Sánchez
Richard Price
1950
Chen Shui-bian
Paulo Massadas
Tarek Heggy
José Carlos Serrão
Knut Knudsen
Gualberto do Rosário
1951
István Halász
1952
Roger Heath-Brown
1953
Richard McKinney
Fons Brijdenbach
2009
Sérgio Mallandro
Brigitte Lahaie
1956
Mark Dismore
Allan Evans
Tran Dai Quang
1957
Rémi Laurent
1989
Julian Beever
Rogelio Delgado
Hiroyuki Sanada
Chendo
Arunachalam Muruganantham
Branko Crvenkovski
Aminata Touré (política senegalesa)
Carlos Bernard
1963
Satoshi Kon
2010
Raimond Aumann
Piet-Hein Bakker
Francisco Gattorno
1965
Anja Niedringhaus
1966
Roberto Sensini
Wim Jonk
Rupert Gregson-Williams
Saara Kuugongelwa
Frode Olsen
Beto Monteiro
Jovane Nunes
Željko Milinovič
Kirk Cameron
Cody Cameron
1972
Joseph Kahn
Márcio Araújo (voleibolista de praia)
Martin Österdahl
1974
Willy Grondin
Lucas Arnold Ker
1975
Fábio Noronha
Marion Jones
Vera Viel
Raúl Guerrón
Adrián Berbia
Bashar Abdullah
Manuel Neira
1978
Georg Hettich
Marko Jarić
1980
Ledley King
Soledad Pastorutti
Winston Parks
Tom Guiry
Sun Tiantian
Engin Akyürek
Brian J. Smith
1982
Paweł Golański
Gastón Fernández
Jamie Varner
Emmanuel Mutai
Yang Lei
1985
Ilsinho
Ly Jonaitis
Emilio Correa Bayeux
1986
Tyler Blackburn
Li Wenliang (médico)
Cristhian Stuani
Michael Woods (ciclista)
Kirk Palmer
Besian Idrizaj
Calum Scott
Ilya Zhitomirskiy
1991
Nicolao Dumitru
Christofer Gonzáles
1993
Seo Kang-joon
Pipo Derani
Pierre Latour
Cláudia Pascoal
Olivia Smoliga
Odette Giuffrida
Saula Waqa
Nathan Van Hooydonck
Yan Zibei
Aleksandr Ryabushenko
1996
Vitória Strada
Riechedly Bazoer
Alice Sabatini
Nikola Milenković
Agustín Loser
Théo Faure
Jens Petter Hauge
Ritt Momney
MarJon Beauchamp
Iris Apatow
Darci Lynne
638
Papa Honório I
585
642
Papa João IV
600
974
Almuti
913
914
1095
"Leopoldo II, marquês de Áustria"
1050
1320
Miguel IX Paleólogo
1277
1365
Beatriz da Sicília
1326
Piero della Francesca
1415
1576
Maximiliano II do Sacro Império Romano-Germânico
1527
1600
Luís de Molina
1535
Franz Joseph Müller von Reichenstein
1740
1850
Pedro de Sousa Holstein
1781
1870
Robert E. Lee
1924
Anatole France
1844
Paul Hermann Müller
1899
René Lacoste
1904
Sonja Henie
Gene Vincent
Peregrino Júnior
1898
Fahri Koruturk
Narciso Doval
Severo Gomes
1916
John Denver
Matthew Shepard
Wilt Chamberlain
Ray Conniff
2006
Carlo Acutis
Paulo Autran
Soe Win
1948
Lenvil Elliott
Frank Vandenbroucke
Dennis Ritchie
1941
Bruno Simões
Conchata Ferrell
Ary Toledo
Nossa Senhora do Pilar
Dia da Hispanidade
Argentina
Dia de Colombo
México
Guatemala
El Salvador
Nicarágua
Honduras
Panamá
Costa Rica
Porto Rico
Cuba
República Dominicana
Colômbia
Venezuela
Equador
Chile
Peru
Bolívia
Paraguai
Dia das crianças
Cirurgião
Pediatria
Agronomia
Corretor de seguros
Mar
Leitura
Fanzine
Tupã (São Paulo)
São Paulo (estado)
Rubiataba
Goiás
Itumbiara
Gama (Distrito Federal)
Distrito Federal (Brasil)
Seropédica
Águas Lindas de Goiás
Eduíno da Nortúmbria
Maria Valtorta
Virgem do Pilar
Calendário romano
Idos
Calendário litúrgico
Letra dominical
Semana
Epacta
International Standard Serial Number
Mês
Dia
20 de dezembro
Janeiro
1 de janeiro
2 de janeiro
3 de janeiro
4 de janeiro
5 de janeiro
6 de janeiro
7 de janeiro
8 de janeiro
9 de janeiro
10 de janeiro
11 de janeiro
12 de janeiro
13 de janeiro
14 de janeiro
15 de janeiro
16 de janeiro
17 de janeiro
18 de janeiro
19 de janeiro
20 de janeiro
21 de janeiro
22 de janeiro
23 de janeiro
24 de janeiro
25 de janeiro
26 de janeiro
27 de janeiro
28 de janeiro
29 de janeiro
30 de janeiro
31 de janeiro
Fevereiro
1 de fevereiro
2 de fevereiro
3 de fevereiro
4 de fevereiro
5 de fevereiro
6 de fevereiro
7 de fevereiro
8 de fevereiro
9 de fevereiro
10 de fevereiro
11 de fevereiro
12 de fevereiro
13 de fevereiro
14 de fevereiro
15 de fevereiro
16 de fevereiro
17 de fevereiro
18 de fevereiro
19 de fevereiro
20 de fevereiro
21 de fevereiro
22 de fevereiro
23 de fevereiro
24 de fevereiro
25 de fevereiro
26 de fevereiro
27 de fevereiro
28 de fevereiro
29 de fevereiro
Março
1 de março
2 de março
3 de março
4 de março
5 de março
6 de março
7 de março
8 de março
9 de março
10 de março
11 de março
12 de março
13 de março
14 de março
15 de março
16 de março
17 de março
18 de março
19 de março
20 de março
21 de março
22 de março
23 de março
24 de março
25 de março
26 de março
27 de março
28 de março
29 de março
30 de março
31 de março
Abril
1 de abril
2 de abril
3 de abril
4 de abril
5 de abril
6 de abril
7 de abril
8 de abril
9 de abril
10 de abril
11 de abril
12 de abril
13 de abril
14 de abril
15 de abril
16 de abril
17 de abril
18 de abril
19 de abril
20 de abril
21 de abril
22 de abril
23 de abril
24 de abril
25 de abril
26 de abril
27 de abril
28 de abril
29 de abril
30 de abril
Maio
1 de maio
2 de maio
3 de maio
4 de maio
5 de maio
6 de maio
7 de maio
8 de maio
9 de maio
10 de maio
11 de maio
12 de maio
13 de maio
14 de maio
15 de maio
16 de maio
17 de maio
18 de maio
19 de maio
20 de maio
21 de maio
22 de maio
23 de maio
24 de maio
25 de maio
26 de maio
27 de maio
28 de maio
29 de maio
30 de maio
31 de maio
Junho
1 de junho
2 de junho
3 de junho
4 de junho
5 de junho
6 de junho
7 de junho
8 de junho
9 de junho
10 de junho
11 de junho
12 de junho
13 de junho
14 de junho
15 de junho
16 de junho
17 de junho
18 de junho
19 de junho
20 de junho
21 de junho
22 de junho
23 de junho
24 de junho
25 de junho
26 de junho
27 de junho
28 de junho
29 de junho
30 de junho
Julho
1 de julho
2 de julho
3 de julho
4 de julho
5 de julho
6 de julho
7 de julho
8 de julho
9 de julho
10 de julho
11 de julho
12 de julho
13 de julho
14 de julho
15 de julho
16 de julho
17 de julho
18 de julho
19 de julho
20 de julho
21 de julho
22 de julho
23 de julho
24 de julho
25 de julho
26 de julho
27 de julho
28 de julho
29 de julho
30 de julho
31 de julho
Agosto
1 de agosto
2 de agosto
3 de agosto
4 de agosto
5 de agosto
6 de agosto
7 de agosto
8 de agosto
9 de agosto
10 de agosto
11 de agosto
12 de agosto
13 de agosto
14 de agosto
15 de agosto
16 de agosto
17 de agosto
18 de agosto
19 de agosto
20 de agosto
21 de agosto
22 de agosto
23 de agosto
24 de agosto
25 de agosto
26 de agosto
27 de agosto
28 de agosto
29 de agosto
30 de agosto
31 de agosto
1 de setembro
2 de setembro
3 de setembro
4 de setembro
5 de setembro
6 de setembro
7 de setembro
8 de setembro
9 de setembro
10 de setembro
11 de setembro
12 de setembro
13 de setembro
14 de setembro
15 de setembro
16 de setembro
17 de setembro
18 de setembro
19 de setembro
20 de setembro
21 de setembro
22 de setembro
23 de setembro
24 de setembro
25 de setembro
26 de setembro
27 de setembro
28 de setembro
3 de novembro
4 de novembro
5 de novembro
6 de novembro
7 de novembro
8 de novembro
9 de novembro
10 de novembro
11 de novembro
12 de novembro
13 de novembro
14 de novembro
15 de novembro
16 de novembro
17 de novembro
18 de novembro
19 de novembro
20 de novembro
21 de novembro
22 de novembro
23 de novembro
24 de novembro
25 de novembro
26 de novembro
27 de novembro
28 de novembro
29 de novembro
30 de novembro
Dezembro
1 de dezembro
2 de dezembro
3 de dezembro
4 de dezembro
5 de dezembro
6 de dezembro
7 de dezembro
8 de dezembro
9 de dezembro
10 de dezembro
11 de dezembro
12 de dezembro
13 de dezembro
14 de dezembro
15 de dezembro
16 de dezembro
17 de dezembro
18 de dezembro
19 de dezembro
21 de dezembro
22 de dezembro
23 de dezembro
24 de dezembro
25 de dezembro
26 de dezembro
27 de dezembro
28 de dezembro
29 de dezembro
30 de dezembro
31 de dezembro
0 de janeiro
30 de fevereiro
31 de fevereiro
0 de março
