ISO 3166
Líbano
Libéria
Líbia
Listenstaine
Liechtenstein
Lituânia
Luxemburgo
Macau
Macedônia do Norte
Macedónia do Norte
Madagáscar
Maiote
Malásia
Maláui
Malawi
Maldivas
Mali
Malta
Ilhas Malvinas
Ilha de Man
Marianas Setentrionais
Marrocos
Ilhas Marshall
Martinica
Maurícia
Mauritânia
Ilhas Menores Distantes dos Estados Unidos
México
Mianmar
Myanmar
Estados Federados da Micronésia
Moçambique
Moldávia
Mônaco
Mónaco
Mongólia
Monserrate (ilha)
Montenegro
Namíbia
Ilha Christmas
Nauru
Nepal
Nicarágua
Níger
Nigéria
Niue
Ilha Norfolk
Noruega
Nova Caledônia
Nova Zelândia
Omã
Países Baixos
Palau
Estado da Palestina
Panamá
Papua-Nova Guiné
Paquistão
Paraguai
Peru
Ilhas Pitcairn
Polinésia Francesa
Polônia
Polónia
Porto Rico
Portugal
Quênia
Quénia
Quirguistão
Quiribáti
Kiribati
Reino Unido
Reunião (departamento)
Romênia
Ruanda
Rússia
Saara Ocidental
Samoa Americana
Samoa
Ilhas Salomão
San Marino
Santa Helena (território)
"Santa Helena, Ascensão e Tristão da Cunha"
Santa Lúcia
ISO 3166-2:BL
São Bartolomeu (coletividade)
Coletividade de São Bartolomeu
São Cristóvão e Neves
São Martinho (França)
São Martinho (Países Baixos)
São Pedro e Miquelão
São Tomé e Príncipe
São Vicente e Granadinas
Seicheles
Senegal
Seri Lanca
Sri Lanka
Serra Leoa
Sérvia
Singapura
Síria
Somália
Sudão
Sudão do Sul
Suécia
Suíça
Suriname
Tailândia
Taiwan
Tajiquistão
Tanzânia
Terras Austrais e Antárticas Francesas
Território Britânico do Oceano Índico
Timor-Leste
Togo
Tonga
Toquelau
Trindade e Tobago
Tunísia
Turcas e Caicos
Turcomenistão
Turquemenistão
Turquia
Tuvalu
Ucrânia
Uganda
Uruguai
Usbequistão
Uzbequistão
Vanuatu
Vaticano
Venezuela
Vietnã
Vietname
Ilhas Virgens Americanas
Ilhas Virgens Britânicas
Wallis e Futuna
Zâmbia
Zimbábue
Zimbabwe
Ilha de Ascensão
UPU
Ilhas Canárias
OMC
União Europeia
Ceuta
Melilha
Ilha de Clipperton
União Internacional de Telecomunicações
Cossovo
ONU
Diego Garcia
França Metropolitana
Organização das Nações Unidas
Tristão da Cunha (arquipélago)
ISO
"Comparação entre códigos de países COI, FIFA, e ISO 3166"
Código de país
ISO 3166-1 alfa-2
ISO 3166-1 alfa-3
ISO 3166-1 numérico
ISO 3166-2:AE
ISO 3166-2:AS
ISO 3166-2:BA
ISO 3166-2:BB
ISO 3166-2:BD
ISO 3166-2:BE
ISO 3166-2:BF
ISO 3166-2:BG
ISO 3166-2:BH
ISO 3166-2:BI
ISO 3166-2:BJ
ISO 3166-2:BM
ISO 3166-2:BN
ISO 3166-2:BO
ISO 3166-2:BS
ISO 3166-2:BT
ISO 3166-2:BV
ISO 3166-2:BW
ISO 3166-2:BY
ISO 3166-2:BZ
ISO 3166-2:CC
ISO 3166-2:CD
ISO 3166-2:CF
ISO 3166-2:CG
ISO 3166-2:CH
ISO 3166-2:CI
ISO 3166-2:CK
ISO 3166-2:CL
ISO 3166-2:CM
ISO 3166-2:CN
ISO 3166-2:CO
ISO 3166-2:CR
ISO 3166-2:CU
ISO 3166-2:CV
ISO 3166-2:CX
ISO 3166-2:CY
ISO 3166-2:CZ
ISO 3166-2:DJ
ISO 3166-2:DK
ISO 3166-2:DM
ISO 3166-2:DO
ISO 3166-2:DZ
ISO 3166-2:EC
ISO 3166-2:EE
ISO 3166-2:EG
ISO 3166-2:EH
ISO 3166-2:ER
ISO 3166-2:ES
ISO 3166-2:ET
ISO 3166-2:FI
ISO 3166-2:FJ
ISO 3166-2:FK
ISO 3166-2:FM
ISO 3166-2:FO
ISO 3166-2:FR
ISO 3166-2:GA
ISO 3166-2:GB
ISO 3166-2:GD
ISO 3166-2:GE
ISO 3166-2:GF
ISO 3166-2:GG
ISO 3166-2:GH
ISO 3166-2:GI
ISO 3166-2:GL
ISO 3166-2:GM
ISO 3166-2:GN
ISO 3166-2: GP
ISO 3166-2:GQ
ISO 3166-2:GW
ISO 3166-2:HK
ISO 3166-2:HT
ISO 3166-2:ID
ISO 3166-2:IM
ISO 3166-2:IN
ISO 3166-2:IS
ISO 3166-2:IT
ISO 3166-2:JE
ISO 3166-2:JM
ISO 3166-2:JO
ISO 3166-2:JP
ISO 3166-2:KR
ISO 3166-2:KZ
ISO 3166-2:LI
ISO 3166-2:LR
ISO 3166-2:MA
ISO 3166-2:MK
ISO 3166-2:MM
ISO 3166-2:MN
ISO 3166-2:MO
ISO 3166-2:MU
ISO 3166-2:MZ
ISO 3166-2:NG
ISO 3166-2:NO
ISO 3166-2:NZ
ISO 3166-2:PA
ISO 3166-2:PE
ISO 3166-2:PL
ISO 3166-2:PM
ISO 3166-2:PT
ISO 3166-2:PY
ISO 3166-2:SE
ISO 3166-2:SJ
ISO 3166-2:SO
ISO 3166-2:ST
ISO 3166-2:TG
ISO 3166-2:TL
ISO 3166-2:UA
ISO 3166-2:UG
ISO 3166-2:UM
ISO 3166-2:US
ISO 3166-2:VE
ISO 3166-2:ZM
ISO 3166-2:ZW
ISO 3166-2:AN
ISO 3166-2:CS
Lista de Estados soberanos
Happy Planet Index
Índice de Desempenho Ambiental
Lista de países por emissões de dióxido de carbono per capita
Lista de países por risco de desastre natural
Lista de países por código do COI
Lista de códigos de país da FIFA
Lista de códigos de país FIPS
Prefixo naval
Lista de códigos telefónicos
Lista de TLDs
Lista de países por esperança média de vida à nascença
Lista de Estados soberanos e territórios dependentes por taxa de fecundidade
Lista de países por população imigrante
Lista de países por índice de mortalidade
Lista de países por índice de mortalidade infantil
Lista de países por taxa de natalidade
Lista de países por população
Lista de países por crescimento populacional
Lista de países por densidade populacional
Lista de países por principais grupos religiosos
Lista de países por população budista
Igreja Católica no mundo
Lista de países por população muçulmana
Protestantes por país
Lista de países por irreligião
Lista de países e territórios por índice de urbanização
Índice Composto de Capacidade Nacional
Índice de Capital Humano
Índice de Competitividade Mundial
Índice Internacional de Direitos de Propriedade
Lista de países por igualdade de riqueza
Lista de países por dívida externa
Lista de países por dívida pública
Lista de países por exportações
Lista de países por importações
Lista de países por índice de inflação
Índice de Inovação Global
Índice de Liberdade Econômica
Lista de países pelo número de milionários
Lista de países por número de bilionários
Lista de moedas
Lista das maiores perdas financeiras mundiais
Índice de Prosperidade Legatum
Lista de países por riqueza total
Lista de países por salário mínimo
Lista dos países que mais utilizam a tecnologia
Lista de países por carga tributária
Lista de países por consumo de álcool
Lista de países por consumo de cerveja por pessoa
Idade legal para consumo de bebidas alcoólicas
Consumo anual de cannabis por país
Lista de países por uso de canábis na vida adulta
Lista de países por número de celulares em uso
Lista de países por penetração de smartphones
Lista de países por número de assinaturas de Internet de banda larga
Lista de países por número de usuários de Internet
Lista de países por velocidades de conexão de Internet
Lista de países pelo consumo total de energia per capita
Lista de países por consumo de eletricidade
Lista de países por produção de eletricidade
Lista de países por produção de eletricidade renovável
Lista de países por exportação de gás natural
Lista de países por produção de gás natural
Lista de países por reservas comprovadas de gás natural
Lista de países por exportação de petróleo
Lista de países por produção de petróleo
Lista de países por reservas de petróleo
Lista de países por crescimento do PIB
Lista de países por taxa de crescimento real de PIB
Lista de países por PIB nominal
Lista de países por PIB nominal per capita
Lista de países por PIB (Paridade do Poder de Compra)
Lista de países por PIB (Paridade do Poder de Compra) per capita
Lista de países por produção de alumínio
Lista de países por produção de antimônio
Lista de países por produção de bauxita
Lista de países por produção de bismuto
Lista de países por produção de carvão
Lista de países por reservas de carvão
Lista de países por produção de chumbo
Lista de países por produção de cobre
Lista de países por produção de crômio
Lista de países por produção de diamante
Lista de países por produção de estanho
Lista de países por produção de ferro
Lista de países por produção de lítio
Lista de países por produção de magnésio
Lista de países por produção de manganês
Lista de países por produção de mercúrio
Lista de países por produção de níquel
Lista de países por produção de ouro
Lista de países por produção de platina
Lista de países por produção de prata
Lista de países por produção de urânio
Lista de países por produção de zinco
Lista de países por número de aeroportos
Lista de países por mercados automotivos
Lista de países por veículos per capita
Lista de países por produção de veículos automóveis
Lista de países por número de heliportos
Lista de países por dimensão da malha ferroviária
Estatísticas totais de metropolitanos por país
Lista de países e territórios por área
Lista de capitais nacionais
Lista de Estados soberanos e territórios dependentes por continente
Lista de países por extensão total de contorno
Lista de fronteiras terrestres internacionais por comprimento
Lista de países que possuem fronteiras terrestres com apenas um país
Lista das extensões litorâneas dos países
Lista de países por ponto mais alto
Lista de pontos mais altos por país
Lista de países por ponto mais a sul
Lista de países por ponto mais a norte
Lista de países por quantidade de armas de fogo
Lista de artilharia por país
Lista de batalhas
Lista de veículos blindados de combate por país
Índice Global da Paz
Lista de forças de operações especiais
Lista de países por gastos militares
Lista de países por índice de poder militar
Lista de países por número de tropas em atividade
BRICS
Lista de membros da Commonwealth
Lista de membros do Comitê Olímpico Internacional
Estados-membros da Comunidade dos Países de Língua Portuguesa
Estados-membros do Estatuto de Roma
Lista de membros da Federação Internacional de Futebol
Lista de países-membros do G20
Estados-membros da Liga Árabe
Estados-membros do Mercosul
Lista de Estados monárquicos atuais por membresia internacional
Estados-membros da Organização dos Estados Americanos
Estados-membros da Organização Internacional do Trabalho
Estados-membros das Nações Unidas
Estados-membros da OTAN
Lista de Estados-membros da Sociedade das Nações
Estados-membros da União de Nações Sul-Americanas
Estados-membros da União Africana
Estados-membros da União Europeia
Lista de chefes de Estado e de governo atuais
Lista das constituições nacionais
Índice de Percepção de Corrupção
Índice de democracia
Quadro de divisões administrativas por país
Lista de chefes de Estado
Lista de países por orçamento governamental
Lista de parlamentos por país
Lista de partidos políticos por país
Lista de serviços de inteligência
Lista de países por sistema de governo
Lista de sistemas de votação por país
Lista de países por tamanho do setor público
Lista de países por consumo de antidepressivos
Lista de países por taxa de prevalência de HIV/AIDS em adultos
Lista de países por taxa de prevalência de obesidade em adultos
Índice de Qualidade de Vida
Lista de países por taxa de suicídio
Símbolo nacional
Etimologia dos nomes dos países
Lista de gentílicos
Lista de grafias alternativas para topónimos relativos a países
Lista de hinos nacionais e regionais
Lista de lemas nacionais
Lista de línguas oficiais
Lista de países que mudaram de nome
Legislação sobre o aborto
Lista dos arranha-céus mais altos do mundo
Lista de países por data de independência ou criação
Lista de países por Índice de Desenvolvimento Humano
Diferenças globais entre gêneros
Direitos LGBT no mundo
Índice de educação
Lista de países por índice de alfabetização
Programa Internacional de Avaliação de Alunos
Índice de Proficiência em Inglês da EF
Direito de morrer
Índice Global de Escravidão
Cronologia da abolição da escravidão e servidão
Relatório Mundial da Felicidade
Lista de países por taxa de homicídio intencional
Índice de Liberdade de Imprensa
Freedom in the World
Lista de sítios do Patrimônio Mundial da UNESCO por país
Pena de morte por país
Lista das pessoas mais velhas do mundo
Lista de países por laureados com Nobel per capita
