Academia Brasileira de Letras
Ruy Barbosa
Laudelino Freire
Osvaldo Orico
Orígenes Lessa
Lêdo Ivo
Rosiska Darcy
Fagundes Varella
Lúcio de Mendonça
Pedro Lessa
Eduardo Ramos
João Luís Alves
Adelmar Tavares
Deolindo Couto
Darcy Ribeiro
Celso Furtado
Hélio Jaguaribe
Ignácio de Loyola Brandão
França Júnior
Urbano Duarte de Oliveira
Augusto de Lima (político)
Vítor Viana
José Carlos de Macedo Soares
Abgar Renault
Lucas Moreira Neves
Alfredo Bosi
Paulo Niemeyer Soares Filho
Francisco Otaviano
Alfredo d'Escragnolle Taunay
Francisco de Castro (acadêmico)
José Isidoro Martins Júnior
João Carneiro de Sousa Bandeira
Hélio Lobo
Augusto Meyer
Francisco de Assis Barbosa
Sérgio Paulo Rouanet
Ruy Castro
Franklin Távora
Clóvis Beviláqua
Antônio Carneiro Leão
Fernando de Azevedo
Miguel Reale
Celso Lafer
Gonçalves Dias
Olavo Bilac
Amadeu Amaral
Guilherme de Almeida
Odilo Costa Filho
Marcos Barbosa
Fernando Bastos de Ávila
Marco Lucchesi
Gregório de Matos
Araripe Júnior
Félix Pacheco
Pedro Calmon
Lygia Fagundes Telles
Jorge Caldeira
Hipólito da Costa
Sílvio Romero
Osório Duque-Estrada
Roquette-Pinto
Álvaro Lins
Affonso Arinos de Mello Franco
Fernanda Montenegro
João Francisco Lisboa
José Veríssimo
Francisco Inácio Marcondes Homem de Melo
Alberto Faria
Luís Carlos (poeta)
Pereira da Silva (poeta)
Peregrino Júnior
Arnaldo Niskier
Joaquim Caetano
Alcindo Guanabara
Silvério Gomes Pimenta
Gustavo Barroso
Antônio da Silva Melo
Américo Jacobina Lacombe
Marcos Almir Madeira
Antônio Carlos Secchin
Joaquim Manuel de Macedo
Salvador de Mendonça
Emílio de Meneses
Humberto de Campos
Múcio Leão
Aurélio de Lira Tavares
Murilo Melo Filho
Gilberto Gil
Joaquim Serra
José do Patrocínio
Mário de Alencar
Olegário Mariano
Álvaro Moreyra
Adonias Filho
Dias Gomes
Roberto Campos
Paulo Coelho
"José Bonifácio, o Moço"
Medeiros e Albuquerque
Miguel Osório de Almeida
Luís Viana Filho
Ivo Pitanguy
João Almino
José de Alencar
Machado de Assis
Lafayette Rodrigues Pereira
Alfredo Pujol
Otávio Mangabeira
Jorge Amado
Zélia Gattai
Luiz Paulo Horta
Antônio Torres
Júlio Ribeiro
Garcia Redondo
Luís Guimarães Filho
Ciro dos Anjos
Sábato Magaldi
Geraldo Carneiro
Junqueira Freire
Franklin Dória
Artur Orlando da Silva
Ataulfo de Paiva
José Lins do Rego
Afonso Arinos de Melo Franco (sobrinho)
Alberto Venancio Filho
Laurindo Rabelo
Guimarães Passos
João do Rio
Constâncio Alves
Ribeiro Couto
Gilberto Amado
Mauro Mota
Marcos Vilaça
Maciel Monteiro
Joaquim Nabuco
Dantas Barreto
Gregório da Fonseca
Levi Carneiro
Otávio de Faria
Eduardo Portella
Antonio Cicero
Edgard Telles Ribeiro
Manuel Antônio de Almeida
Inglês de Sousa
Xavier Marques
Menotti Del Picchia
Oscar Dias Correia
Domício Proença Filho
Martins Pena
Artur Azevedo
Vicente de Carvalho
Cláudio de Sousa
Josué Montello
José Mindlin
Geraldo Holanda Cavalcanti
Pardal Mallet
Pedro Rabelo
Heráclito Graça
Antônio Austregésilo
Aurélio Buarque de Holanda
Nélida Piñon
Heloísa Teixeira
Pedro Luís Pereira de Sousa
Guimarães Júnior
João Ribeiro (escritor)
Paulo Setúbal
Cassiano Ricardo
José Cândido de Carvalho
Geraldo França de Lima
Moacyr Scliar
Merval Pereira
Manuel de Araújo Porto-Alegre
Carlos de Laet
Ramiz Galvão
Viriato Correia
Joracy Camargo
Genolino Amado
Ariano Suassuna
Zuenir Ventura
Raul Pompeia
Domício da Gama
Fernando Magalhães
Luís Edmundo
Afrânio Coutinho
Evanildo Bechara
Sousa Caldas
João Manuel Pereira da Silva
José Maria da Silva Paranhos Júnior
Lauro Müller
Francisco de Aquino Correia
Raimundo Magalhães Júnior
Carlos Castelo Branco
João Ubaldo Ribeiro
Aureliano Tavares Bastos
Rodrigo Otávio
Rodrigo Otávio Filho
José Honório Rodrigues
Celso Cunha
Cândido Mendes de Almeida (escritor)
Godofredo de Oliveira Neto
Teófilo Dias
Afonso Celso (poeta)
Clementino Fraga
Paulo Carneiro
José Guilherme Merquior
João de Scantimburgo
Fernando Henrique Cardoso
Tomás António Gonzaga
Silva Ramos
José de Alcântara Machado
Ferreira Gullar
Arno Wehling
Tobias Barreto
Graça Aranha
Santos Dumont
Celso Vieira de Matos Melo Pereira
Maurício de Medeiros
José Sarney
Francisco Adolfo de Varnhagen
Oliveira Lima
Alberto de Faria
Rocha Pombo
Rodolfo Garcia
Elmano Cardim
Otto Lara Resende
Roberto Marinho
Marco Maciel
José Paulo Cavalcanti Filho
José Maria da Silva Paranhos
Eduardo Prado
Afonso Arinos de Melo Franco
Miguel Couto
Alceu Amoroso Lima
Evaristo de Moraes Filho
Edmar Bacha
Vergílio Ferreira
José Saramago
Eduardo Lourenço
Pepetela
Antonio Candido
Sophia de Mello Breyner Andresen
Autran Dourado
Eugénio de Andrade
Maria Velho da Costa
Rubem Fonseca
Agustina Bessa-Luís
José Luandino Vieira
António Lobo Antunes
Arménio Vieira
Manuel António Pina
Dalton Trevisan
Hélia Correia
Raduan Nassar
Manuel Alegre
Germano Almeida
Chico Buarque
Vítor Manuel de Aguiar e Silva
Paulina Chiziane
Silviano Santiago
João Barrento
Adélia Prado
Prêmio Jabuti
Prêmio Jabuti - Poesia
José Paulo Moreira da Fonseca
Sosigenes Costa
Mário da Silva Brito
Mário Chamie
Cecília Meireles
Stella Carr Ribeiro
Lupe Cotrim
Dora Ferreira da Silva
Geraldo Pinto Rodrigues
Mauro Motta
Yone Giannetti Fonseca
Domingos Carvalho da Silva
Lélia Coelho Frota
Sebastião Uchoa Leite
Rubens Rodrigues Filho
Francisco Alvim
Orides de Lourdes Teixeira Fontela
Hilda Hilst
Alphonsus de Guimaraens Filho
Armando Freitas Filho
Ilka Brunhilde Laurito
Antonio Fernando de Franceschi
Alice Ruiz
Manoel de Barros
Affonso Ávila
Carlito Azevedo
Arnaldo Antunes
Moacyr Amâncio
Haroldo de Campos
Vinicius de Moraes
Rubem Braga
Frederico Barbosa
Marina Colasanti
Bruno Tolentino
Paulo Leminski
Leonardo Fróes
Renata Pallottini
Waly Salomão
Thiago de Mello
A. B. Mendes Cadaxa
Gerardo Melo Mourão
Salgado Maranhão
Anderson Braga Horta
Ivo Barroso
Geraldo Melo Mourão
Marcus Accioly
Alexei Bueno
Artur Eduardo Benevides
Antonio Risério
Affonso Romano de Sant'Anna
Ruy Espinheira Filho
Domingos Pellegrini
Eucanaã Ferraz
Gilberto Mendonça Teles
Ricardo Aleixo
Maria Lúcia Dal Farra
Zulmira Ribeiro Tavares
Ademir Assunção
Glauco Mattoso
Horácio Costa
Zuca Sardan
Alexandre Guarnieri
Simone Brantes
Luci Collin
Mailson Furtado Viana
Hilda Machado
Cida Pedrosa
Base Virtual Internacional de Autoridade
Biblioteca Nacional da Espanha
Biblioteca Nacional da França
Grande Enciclopédia Soviética
Biblioteca Virtual Miguel de Cervantes
Catálogo de autoridades de nomes e títulos da Catalunha
Biblioteca Digital para a Literatura Holandesa
Discogs
Encyclopædia Britannica
Faceted Application of Subject Terminology
Gemeinsame Normdatei
Istituto centrale per il catalogo unico delle biblioteche italiane e per le informazioni bibliografiche
International Standard Name Identifier
Número de controle da Biblioteca do Congresso
MusicBrainz
Biblioteca Real dos Países Baixos
Sistema Universitário de Documentação
Enciclopédia Treccani
Biblioteca Nacional do Brasil
Itaú Cultural
Universidade Federal de Santa Catarina
Biblioteca Nacional de Portugal
IMDb
Open Library
