Academia Brasileira de Letras
Cláudio Manuel da Costa
Alberto de Oliveira
Oliveira Viana
Austregésilo de Athayde
Antônio Calado
Antônio Olinto
Cleonice Berardinelli
Ricardo Cavaliere
Gonçalves de Magalhães
Carlos Magalhães de Azeredo
Marques Rebelo
Carlos Chagas Filho
Alberto da Costa e Silva
Lilia Schwarcz
Evaristo da Veiga
Ruy Barbosa
Laudelino Freire
Osvaldo Orico
Orígenes Lessa
Lêdo Ivo
Rosiska Darcy
Fagundes Varella
Pedro Lessa
Eduardo Ramos
João Luís Alves
Adelmar Tavares
Deolindo Couto
Darcy Ribeiro
Celso Furtado
Hélio Jaguaribe
Ignácio de Loyola Brandão
Augusto de Lima (político)
Vítor Viana
José Carlos de Macedo Soares
Abgar Renault
Lucas Moreira Neves
Paulo Niemeyer Soares Filho
Francisco de Castro (acadêmico)
José Isidoro Martins Júnior
Hélio Lobo
Francisco de Assis Barbosa
Ruy Castro
Franklin Távora
Clóvis Beviláqua
Antônio Carneiro Leão
Fernando de Azevedo
Celso Lafer
Amadeu Amaral
Guilherme de Almeida
Odilo Costa Filho
Marcos Barbosa
Fernando Bastos de Ávila
Marco Lucchesi
Gregório de Matos
Félix Pacheco
Pedro Calmon
Jorge Caldeira
Hipólito da Costa
Osório Duque-Estrada
Roquette-Pinto
Álvaro Lins
Antônio Houaiss
Affonso Arinos de Mello Franco
Fernanda Montenegro
João Francisco Lisboa
Francisco Inácio Marcondes Homem de Melo
Alberto Faria
Luís Carlos (poeta)
Pereira da Silva (poeta)
Peregrino Júnior
Arnaldo Niskier
Joaquim Caetano
Alcindo Guanabara
Silvério Gomes Pimenta
Gustavo Barroso
Antônio da Silva Melo
Américo Jacobina Lacombe
Emílio de Meneses
Humberto de Campos
Aurélio de Lira Tavares
Murilo Melo Filho
Gilberto Gil
Joaquim Serra
José do Patrocínio
Olegário Mariano
Álvaro Moreyra
Adonias Filho
Dias Gomes
Roberto Campos
Paulo Coelho
"José Bonifácio, o Moço"
Miguel Osório de Almeida
Ivo Pitanguy
João Almino
Otávio Mangabeira
Jorge Amado
Zélia Gattai
Luiz Paulo Horta
Antônio Torres
Júlio Ribeiro
Garcia Redondo
Luís Guimarães Filho
Ciro dos Anjos
Sábato Magaldi
Geraldo Carneiro
Franklin Dória
Artur Orlando da Silva
Ataulfo de Paiva
José Lins do Rego
Afonso Arinos de Melo Franco (sobrinho)
Alberto Venancio Filho
Laurindo Rabelo
Constâncio Alves
Ribeiro Couto
Gilberto Amado
Mauro Mota
Marcos Vilaça
Maciel Monteiro
Dantas Barreto
Gregório da Fonseca
Levi Carneiro
Otávio de Faria
Eduardo Portella
Antonio Cicero
Edgard Telles Ribeiro
Xavier Marques
Menotti Del Picchia
Oscar Dias Correia
Martins Pena
Vicente de Carvalho
Cláudio de Sousa
José Mindlin
Geraldo Holanda Cavalcanti
Pardal Mallet
Pedro Rabelo
Heráclito Graça
Antônio Austregésilo
Aurélio Buarque de Holanda
Heloísa Teixeira
Pedro Luís Pereira de Sousa
Guimarães Júnior
João Ribeiro (escritor)
Paulo Setúbal
Cassiano Ricardo
José Cândido de Carvalho
Geraldo França de Lima
Moacyr Scliar
Merval Pereira
Manuel de Araújo Porto-Alegre
Ramiz Galvão
Viriato Correia
Joracy Camargo
Genolino Amado
Ariano Suassuna
Zuenir Ventura
Raul Pompeia
Fernando Magalhães
Luís Edmundo
Evanildo Bechara
Sousa Caldas
João Manuel Pereira da Silva
José Maria da Silva Paranhos Júnior
Lauro Müller
Francisco de Aquino Correia
Carlos Castelo Branco
João Ubaldo Ribeiro
Evaldo Cabral de Mello
Aureliano Tavares Bastos
Rodrigo Otávio Filho
José Honório Rodrigues
Celso Cunha
Cândido Mendes de Almeida (escritor)
Godofredo de Oliveira Neto
Teófilo Dias
Afonso Celso (poeta)
Clementino Fraga
Paulo Carneiro
João de Scantimburgo
Fernando Henrique Cardoso
Tomás António Gonzaga
José de Alcântara Machado
Getúlio Vargas
Assis Chateaubriand
João Cabral de Melo Neto
Ivan Junqueira
Ferreira Gullar
Arno Wehling
Tobias Barreto
Santos Dumont
Celso Vieira de Matos Melo Pereira
Maurício de Medeiros
José Américo de Almeida
José Sarney
Francisco Adolfo de Varnhagen
Alberto de Faria
Rocha Pombo
Rodolfo Garcia
Elmano Cardim
Roberto Marinho
Marco Maciel
José Paulo Cavalcanti Filho
José Maria da Silva Paranhos
Afonso Arinos de Melo Franco
Alceu Amoroso Lima
Evaristo de Moraes Filho
Edmar Bacha
Patronos do Brasil
Brasil
Aldo Augusto Voigt
Ayrton Senna
Augusto Ruschi
Carlos Gomes
Carmen Portinho
Chico Mendes
Hélder Câmara
Luís Alves de Lima e Silva
Eduardo Gomes
Florestan Fernandes
Jorge da Silva Prado
Juscelino Kubitschek
José Bonifácio de Andrada e Silva
Luís Gama
Mário Covas
Milton Santos
Nélson Freire Lavanère-Wanderley
Nilo Peçanha
Oscar Niemeyer
Theodor Amstad
Paulo Autran
Paulo Freire
Rose Marie Muraro
Tancredo Neves
Tércio Pacitti
Tiradentes
Base Virtual Internacional de Autoridade
Biblioteca Apostólica Vaticana
Bibsys
Museu Britânico
Biblioteca Nacional da República Argentina
Biblioteca Nacional da Espanha
Biblioteca Nacional da França
Grande Enciclopédia Soviética
Biblioteca Virtual Miguel de Cervantes
Catálogo de autoridades de nomes e títulos da Catalunha
CiNii
Biblioteca Digital para a Literatura Holandesa
Discogs
Encyclopædia Britannica
Bibliotheca Alexandrina
Faceted Application of Subject Terminology
Gemeinsame Normdatei
Istituto centrale per il catalogo unico delle biblioteche italiane e per le informazioni bibliografiche
International Standard Name Identifier
Número de controle da Biblioteca do Congresso
LibriVox
Biblioteca Nacional da Dieta
Biblioteca Nacional da Austrália
Biblioteca Nacional da Grécia
Notable Names Database
Biblioteca Real dos Países Baixos
Sistema Universitário de Documentação
Enciclopédia Treccani
Brapci
Dicionário Cravo Albin da Música Popular Brasileira
Itaú Cultural
Universidade Federal de Santa Catarina
Biblioteca Nacional de Portugal
IMDb
Open Library
Biblioteca Nacional de Israel
Pontifícia Universidade São Tomás de Aquino
Biblioteca Nacional da Polónia
Rijksmuseum
Biblioteca Nacional da Eslováquia
Universidade Pontifícia de Salamanca
