Língua italiana
Reino da Sérvia
Reino de Tavolara
Reino das Duas Sicílias
Grão-Ducado da Toscana
Reino da Galícia-Volínia
Ducado do Báltico
Reino da Iugoslávia
Reino de Valência
Reino de Württemberg
Abemama
Reino de Bora Bora
Reino de Fiji
Reino do Havaí
Huahine
Mangareva
Niue
Nuku Hiva
Lista de monarcas de Raiatea
Rapa Iti
Rimatara
Rurutu
Tahuata
Reino do Taiti
Monarquia de Barbados (1966-2021)
Domínio do Ceilão
Domínio da Índia
Índia britânica
Lista de estados principescos da Índia Britânica
Estado Livre Irlandês
Malawi
Estado de Malta
Domínio do Paquistão
Rodésia
União Sul-Africana
Tanganica
Trindade e Tobago
Commonwealth
Lista do Patrimônio Mundial no Vaticano
Basílica de São Paulo Extramuros
Lista de capitais nacionais
Nação constituinte
Lista de países com reconhecimento limitado
Europa central
Europa oriental
Europa meridional
Europa ocidental
Europa setentrional
Belgrado
Berlim
Bratislava
Budapeste
Liubliana
Praga
Saraievo
Vaduz
Varsóvia
Viena
Zagrebe
Astana
Bacu
Bucareste
Erevã
Kiev
Minsque
Moscovo
Estepanaquerte
República de Artsaque
Sucumi
Quixinau
Tiblíssi
Tiraspol
Transdniéstria
Tsequinváli
Ancara
Atenas
Escópia
Nicósia
Nicósia do Norte
Chipre do Norte
Podgoritza
Pristina
San Marino (cidade)
Sófia
Tirana
Valeta
Amesterdão
Andorra-a-Velha
Berna
Bruxelas
Douglas (Ilha de Man)
Dublim
Lisboa
Luxemburgo (cidade)
Madrid
Paris
Santo Helério
Porto de São Pedro
Copenhaga
Estocolmo
Helsínquia
Longyearbyen
Svalbard
Mariehamn
Ilhas Åland
Oslo
Reiquiavique
Riga
Taline
Tórshavn
Ilhas Féroe
Vilnius
Nação transcontinental
Sudoeste da Ásia
Dependências da Coroa do Reino Unido
Territórios britânicos ultramarinos
Catolicidade
História da Igreja Católica
Apóstolo
História do papado
Concílio ecuménico
Perseguição aos cristãos
Cruzada
Grande Cisma
Questão das Investiduras
Grande Cisma do Ocidente
Devotio Moderna
Reforma Protestante
Contrarreforma
Concílio Vaticano II
Hierarquia católica
Patriarca
Primaz
Metropolita
Arcebispo
Prelado
Monsenhor
Vigário-geral
Cônego
Padre
Pároco
Capelão
Diácono
Prior
Abade
Frade
Freira
Vida consagrada
Noviciado
Leigo (cristianismo)
Doutrina da Igreja Católica
Teologia cristã
Trindade (cristianismo)
"Deus, o Pai"
Espírito Santo
Bíblia
Tradição católica
Credo
Dogmas da Igreja Católica
Pecado original
Cristologia
Graça
Igreja
Escatologia
Salvação
Santidade
Justificação (teologia)
Reino de Deus
Doutrina católica sobre os Dez Mandamentos
Sermão da Montanha
Sacramentos católicos
Maria (mãe de Jesus)
Mariologia
Dogmas e doutrinas marianas da Igreja Católica
Infalibilidade papal
Padre da Igreja
Doutor da Igreja
Corpus Mysticum
Comunhão dos Santos
Indulgência
Sucessão apostólica
Magistério da Igreja Católica
Modernismo (teologia)
Heresia
Teologia da libertação
Doutrina Social da Igreja
Apologética católica
Teologia moral católica
Catecismo da Igreja Católica
Culto cristão
Liturgia
Missa
Liturgia das Horas
Piedade popular
Latria
Dulia
Protodulia
Hiperdulia
Veneração
Devoção
Ano litúrgico
Ritos litúrgicos latinos
Rito oriental
Celebrações litúrgicas
Romaria
Ad multos annos
Igreja Católica Apostólica Romana no mundo
Ordem religiosa
Congregação religiosa
Institutos seculares
Circunscrição eclesiástica
Igreja particular
Sui iuris
Igreja latina
Igreja Católica Oriental
Nunciatura apostólica
Direito canônico
Papa João Paulo I
Papa Bento XV
Papa Pio X
Papa Leão XIII
Aparições marianas
Críticas à Igreja Católica
Ecumenismo
Ação pastoral católica
Catolicismo tradicionalista
Evangelização
Beatificação
Canonização
Mártir
Santo
Beato
Venerável
Servo de Deus
Anticatolicismo
Oriente Médio
Antioquia
Belém (Palestina)
Betsaida
Cafarnaum
Caná
Jerusalém
Judeia
Decápole (Palestina)
Lídia
Mar da Galileia
Mar Vermelho
Nazaré
Rio Jordão
Tarso
Tiro
Trácia
Mundo ocidental
Aparecida (São Paulo)
Santuário de Fátima
Lourdes
Monte Atos
Patmos
Sete igrejas do Apocalipse
Éfeso
Esmirna
Pérgamo
Tiatira
Sárdis
Filadélfia (Lídia)
Laodiceia (Frígia)
Templo
Basílica da Natividade
Santo Sepulcro
Cenáculo
Monte Carmelo
Monte das Oliveiras
Monte da Quarentena
Monte Sinai
Base Virtual Internacional de Autoridade
Bibsys
Museu Britânico
Biblioteca Nacional da Espanha
Biblioteca Nacional da França
Grande Enciclopédia Soviética
Encyclopædia Britannica
Gemeinsame Normdatei
KulturNav
Número de controle da Biblioteca do Congresso
Arquivos Nacionais e Administração de Documentos
Biblioteca Nacional da Dieta
Sistema Universitário de Documentação
Enciclopédia Treccani
Biblioteca Nacional de Israel
Pontifícia Universidade São Tomás de Aquino
OpenStreetMap
MusicBrainz
GeoNames
Getty Thesaurus of Geographic Names
Medical Subject Headings
