Academia Brasileira de Letras
Artur Silveira de Motta
Goulart de Andrade (escritor)
Barbosa Lima Sobrinho
Raimundo Faoro
Cícero Sandroni
Castro Alves
Valentim Magalhães
Euclides da Cunha
Afrânio Peixoto
Afonso Pena Júnior
Hermes Lima
Pontes de Miranda
Sergio Corrêa da Costa
Nelson Pereira dos Santos
Cacá Diegues
Cláudio Manuel da Costa
Alberto de Oliveira
Oliveira Viana
Austregésilo de Athayde
Antônio Calado
Antônio Olinto
Cleonice Berardinelli
Ricardo Cavaliere
Gonçalves de Magalhães
Carlos Magalhães de Azeredo
Marques Rebelo
Carlos Chagas Filho
Alberto da Costa e Silva
Lilia Schwarcz
Evaristo da Veiga
Ruy Barbosa
Laudelino Freire
Osvaldo Orico
Orígenes Lessa
Lêdo Ivo
Rosiska Darcy
Fagundes Varella
Lúcio de Mendonça
Pedro Lessa
Eduardo Ramos
João Luís Alves
Adelmar Tavares
Deolindo Couto
Darcy Ribeiro
Celso Furtado
Hélio Jaguaribe
Ignácio de Loyola Brandão
França Júnior
Urbano Duarte de Oliveira
Augusto de Lima (político)
Vítor Viana
José Carlos de Macedo Soares
Abgar Renault
Lucas Moreira Neves
Alfredo Bosi
Paulo Niemeyer Soares Filho
Francisco Otaviano
Alfredo d'Escragnolle Taunay
Francisco de Castro (acadêmico)
José Isidoro Martins Júnior
Hélio Lobo
Augusto Meyer
Francisco de Assis Barbosa
Sérgio Paulo Rouanet
Ruy Castro
Franklin Távora
Clóvis Beviláqua
Antônio Carneiro Leão
Fernando de Azevedo
Miguel Reale
Celso Lafer
Gonçalves Dias
Olavo Bilac
Amadeu Amaral
Guilherme de Almeida
Odilo Costa Filho
Marcos Barbosa
Fernando Bastos de Ávila
Marco Lucchesi
Gregório de Matos
Araripe Júnior
Félix Pacheco
Pedro Calmon
Lygia Fagundes Telles
Jorge Caldeira
Hipólito da Costa
Sílvio Romero
Osório Duque-Estrada
Roquette-Pinto
Álvaro Lins
Antônio Houaiss
Affonso Arinos de Mello Franco
Fernanda Montenegro
João Francisco Lisboa
José Veríssimo
Francisco Inácio Marcondes Homem de Melo
Alberto Faria
Luís Carlos (poeta)
Pereira da Silva (poeta)
Peregrino Júnior
Arnaldo Niskier
Joaquim Caetano
Alcindo Guanabara
Silvério Gomes Pimenta
Gustavo Barroso
Antônio da Silva Melo
Américo Jacobina Lacombe
Marcos Almir Madeira
Antônio Carlos Secchin
Joaquim Manuel de Macedo
Salvador de Mendonça
Emílio de Meneses
Humberto de Campos
Múcio Leão
Aurélio de Lira Tavares
Murilo Melo Filho
Gilberto Gil
Joaquim Serra
José do Patrocínio
Mário de Alencar
Olegário Mariano
Álvaro Moreyra
Adonias Filho
Dias Gomes
Roberto Campos
Paulo Coelho
"José Bonifácio, o Moço"
Medeiros e Albuquerque
Miguel Osório de Almeida
Luís Viana Filho
Ivo Pitanguy
João Almino
José de Alencar
Machado de Assis
Lafayette Rodrigues Pereira
Alfredo Pujol
Otávio Mangabeira
Jorge Amado
Zélia Gattai
Luiz Paulo Horta
Antônio Torres
Garcia Redondo
Sábato Magaldi
Geraldo Carneiro
Junqueira Freire
Franklin Dória
Artur Orlando da Silva
Ataulfo de Paiva
José Lins do Rego
Afonso Arinos de Melo Franco (sobrinho)
Alberto Venancio Filho
Laurindo Rabelo
Guimarães Passos
João do Rio
Constâncio Alves
Gilberto Amado
Mauro Mota
Marcos Vilaça
Maciel Monteiro
Joaquim Nabuco
Dantas Barreto
Gregório da Fonseca
Levi Carneiro
Otávio de Faria
Eduardo Portella
Antonio Cicero
Edgard Telles Ribeiro
Manuel Antônio de Almeida
Inglês de Sousa
Xavier Marques
Menotti Del Picchia
Oscar Dias Correia
Domício Proença Filho
Martins Pena
Artur Azevedo
Vicente de Carvalho
Cláudio de Sousa
Josué Montello
José Mindlin
Geraldo Holanda Cavalcanti
Pardal Mallet
Pedro Rabelo
Heráclito Graça
Antônio Austregésilo
Aurélio Buarque de Holanda
Nélida Piñon
Heloísa Teixeira
Pedro Luís Pereira de Sousa
Guimarães Júnior
João Ribeiro (escritor)
Paulo Setúbal
Cassiano Ricardo
José Cândido de Carvalho
Geraldo França de Lima
Moacyr Scliar
Merval Pereira
Manuel de Araújo Porto-Alegre
Carlos de Laet
Ramiz Galvão
Viriato Correia
Joracy Camargo
Genolino Amado
Ariano Suassuna
Zuenir Ventura
Raul Pompeia
Domício da Gama
Fernando Magalhães
Luís Edmundo
Afrânio Coutinho
Evanildo Bechara
Sousa Caldas
João Manuel Pereira da Silva
José Maria da Silva Paranhos Júnior
Lauro Müller
Francisco de Aquino Correia
Raimundo Magalhães Júnior
Carlos Castelo Branco
João Ubaldo Ribeiro
Evaldo Cabral de Mello
Aureliano Tavares Bastos
Rodrigo Otávio
Rodrigo Otávio Filho
José Honório Rodrigues
Celso Cunha
Cândido Mendes de Almeida (escritor)
Godofredo de Oliveira Neto
Teófilo Dias
Afonso Celso (poeta)
Clementino Fraga
Paulo Carneiro
José Guilherme Merquior
João de Scantimburgo
Fernando Henrique Cardoso
Tomás António Gonzaga
Silva Ramos
José de Alcântara Machado
Getúlio Vargas
Assis Chateaubriand
Ivan Junqueira
Ferreira Gullar
Arno Wehling
Tobias Barreto
Graça Aranha
Santos Dumont
Celso Vieira de Matos Melo Pereira
Maurício de Medeiros
José Américo de Almeida
José Sarney
Francisco Adolfo de Varnhagen
Oliveira Lima
Alberto de Faria
Rocha Pombo
Rodolfo Garcia
Elmano Cardim
Otto Lara Resende
Roberto Marinho
Marco Maciel
José Paulo Cavalcanti Filho
José Maria da Silva Paranhos
Eduardo Prado
Afonso Arinos de Melo Franco
Miguel Couto
Evaristo de Moraes Filho
Edmar Bacha
Prêmio Jabuti de Literatura
Jorge Medauar
Dalton Trevisan
Ricardo Ramos
Julieta de Godoy Ladeira
João Antônio
Marcos Rey
Rubem Fonseca
Holdemar Menezes
Luiz Vilela
Elias José
Caio Porfírio Carneiro
Regina Célia Colônia
Domingos Pellegrini Júnior
Sônia Coutinho
Modesto Carone
José J. Veiga
Autran Dourado
Sérgio Sant'Anna
Caio Fernando Abreu
Charles Kiefer
Diogo Mainardi
Otto Lara Rezende
Vilma Arêas
Nelson Rodrigues
Hilda Hilst
Regina Rheda
Victor Giudice
Marina Colasanti
Silviano Santiago
Antônio Carlos Villaça
Raduan Nassar
Flávio Moreira da Costa
João Silvério Trevisan
Rubens Figueiredo
João Inácio Padilha
Raimundo Carrero
Marçal Aquino
Rodolfo Konder
Luiz Nassif
Fernando Bonassi
João Gilberto Noll
Alcione Araújo
Marcelino Freire
Fabrício Carpinejar
Sidney Rocha
Luis Fernando Veríssimo
Carol Rodrigues
Natalia Borges Polesso
Veronica Stigger
Base Virtual Internacional de Autoridade
Biblioteca Apostólica Vaticana
Bibsys
Biblioteca Nacional da República Argentina
Biblioteca Nacional da Espanha
Biblioteca Nacional da França
Grande Enciclopédia Soviética
Catálogo de autoridades de nomes e títulos da Catalunha
CiNii
Biblioteca Digital para a Literatura Holandesa
Discogs
Encyclopædia Britannica
Faceted Application of Subject Terminology
Gemeinsame Normdatei
Istituto centrale per il catalogo unico delle biblioteche italiane e per le informazioni bibliografiche
International Music Score Library Project
International Standard Name Identifier
Número de controle da Biblioteca do Congresso
MusicBrainz
Biblioteca Nacional da Grécia
Biblioteca Real dos Países Baixos
Sistema Universitário de Documentação
Enciclopédia Treccani
Dicionário Cravo Albin da Música Popular Brasileira
Itaú Cultural
Biblioteca Nacional de Portugal
Union List of Artist Names
Open Library
Biblioteca Nacional da Austrália
Biblioteca Nacional da Polónia
