Globo terrestre
Língua
Criação de gado
Nilóticos
Pigmeus
Floresta do Congo
Coissãs
Número
Malgaxes
Malásia
Índia
Imigrante
China
Haiti
Indochina
Bangladexe
Miséria
Agricultura extensiva
Crescimento populacional
Taxa de mortalidade infantil
Infraestrutura (economia)
Mestiço
Africânderes
Asiáticos
Mestiços
Congresso Nacional Africano
Nelson Mandela
Bantustões
Comunidade internacional
Diplomacia
Política da África
Democracia
União Africana
Adis Abeba
Fraude eleitoral
Monarquia
Lesoto
Parlamentarismo
Grã-Bretanha
Divisão política
Revolta
Separatismo
Golpe de Estado
Ditadura
Capitalismo
Socialismo
Tortura
Assassínio em massa
Guerra Fria
União Soviética
Subdivisões da África
Norte de África
Península de Sinai
Médio Oriente
África Austral
Botswana
Malawi
Zimbabwe
Benim
Burquina Fasso
Gâmbia
Guiné-Bissau
Serra Leoa
Sudão do Sul
Quénia
República Democrática Árabe Saariana
Somalilândia
Noruega
Ilha Bouvet
Antárctida
Ilha de Alborão
Almeria (província)
Ilha de Perejil
Melilha
Plazas de soberanía
Ilhéu de Alhucemas
Ilhas Chafarinas
Ilhéu de Vélez de la Gomera
Maiote
Reunião (França)
Terras Austrais e Antárticas Francesas
Ilhas Esparsas
Bassas da Índia
Ilha Europa
Ilhas Gloriosas
Ilha de João da Nova
Ilha Tromelin
Iémen
Socotorá
Pantelária
Trapani (província)
Sicília
Ilhas Pelágias
Lampedusa e Linosa
Agrigento (província)
África subsariana
Corno de África
Guiné (região)
Noroeste da África
Economia da África
Lista de países africanos por PIB nominal
HIV
PIB
Taxa
Subdesenvolvimento
Extrativismo
Mão-de-obra
Pesca
Aquacultura
Mineral
Bauxita
Cromo
Minério de ferro
Lítio
Tântalo (elemento químico)
Infraestrutura (engenharia)
Equipamento
Técnica
Meio de transporte
Riqueza
Primeiro Mundo
Caça
Comércio
Couro
Pele
Marfim
Resina
Óleo de palma
Sociologia
Terreno (geografia)
Inhame
Mandioca
Batata doce
Sorgo
Taro
Feijão-fradinho
Milho
Arroz
Monocultura
Agroindústria
Chá
Tabaco
Castanha de caju
Banana-da-terra
Azeitonas
Noz de cola
Egusi
Carité
Gergelim
Gado bovino
Ovelha
Dromedário
Capra aegagrus hircus
Matéria-prima
Cargueiro
Ponte Canal de Suez
Óleo
Açúcar
Indústria alimentícia
Indústria siderúrgica
Indústria metalúrgica
Usina hidrelétrica
Colonização
Porto (transporte)
Rodovia
Ferrovia
Cultura da África
Lalibela (cidade)
Patrimônio Mundial
UNESCO
Fóssil
Hominídeo
Cidade-estado
Axum
Grande Zimbábue
Neve
Habitação
Lista de países da África
Lista de países africanos por Índice de Desenvolvimento Humano
Lista de conflitos na África
Wayback Machine
United Nations
JSTOR
Digital object identifier
International Standard Book Number
Enrico Corradini
Sinai
Wikimedia
MEC
UFSCar
África
Antártica
Antártida
Oceânia
Afro-Eurásia
Eurafrásia
Eurásia
América do Norte
América Central
América do Sul
Austrália (continente)
Supercontinente
Gondwana
Laurásia
Pangeia
Panótia
Rodínia
Colúmbia (supercontinente)
Kenorland
Nena (supercontinente)
Ur (continente)
Vaalbara
Cráton Amazônico
Appalachia (continente)
Ártica (continente)
Asiamérica
Avalónia
Báltica
Placa cimeriana
Cráton do Congo
Euramérica
Laramidia
Laurência
Continente submerso
Planalto de Kerguelen
Zelândia (continente)
Pangeia Próxima
Amásia
Novopangaea
Atlântida
Lemúria
Mu (continente perdido)
Hiperbórea
Terra Australis
Subcontinente
Arábia
Subcontinente indiano
Fragmento continental
Protocontinente
Caribe
Cone Sul
América Latina
América Anglo-Saxônica
Ásia Central
Ásia Oriental
Extremo Oriente
Ásia Setentrional
Sibéria
Ásia Meridional
Sudeste Asiático
Sudoeste Asiático
Europa Ocidental
Europa Central
Leste Europeu
Europa Setentrional
Europa meridional
Cáucaso
Levante (Mediterrâneo)
Australásia
Melanésia
Micronésia
Polinésia
Região polar
Ártico
Oceanos
Oceano global
Oceano Ártico
Oceano Pacífico
Oceano Antártico
Maláui
Canárias
Banco do Geyser
Afro (moeda)
Regiões da União Africana
Assembleia da União Africana
Comissão da União Africana
Parlamento Pan-africano
Banco Central Africano
Fundo Monetário Africano
Carta Africana dos Direitos Humanos e dos Povos
Alargamento da União Africana
Estados-membros da União Africana
República Árabe Saaraui Democrática
Demografia da África do Sul
Demografia de Angola
Demografia da Argélia
Demografia do Benim
Demografia do Botsuana
Demografia de Burquina Fasso
Demografia do Burundi
Demografia de Cabo Verde
Demografia dos Camarões
Demografia do Chade
Demografia da Costa do Marfim
Demografia do Djibuti
Demografia do Egito
Demografia da Eritreia
Demografia da Etiópia
Demografia do Gabão
Demografia da Gâmbia
Demografia do Gana
Demografia da Guiné-Bissau
Demografia da Guiné Equatorial
Demografia do Lesoto
Demografia da Libéria
Demografia da Líbia
Demografia de Madagáscar
Demografia do Mali
Demografia de Marrocos
Demografia da Maurícia
Demografia da Mauritânia
Demografia de Moçambique
Demografia da Namíbia
Demografia do Níger
Demografia da Nigéria
Demografia do Quénia
Demografia da República Centro-Africana
Demografia da República Democrática do Congo
Demografia de Ruanda
Demografia de São Tomé e Príncipe
Demografia do Senegal
Demografia de Serra Leoa
Demografia da Somália
Demografia do Sudão
Demografia do Sudão do Sul
Demografia da Tanzânia
Demografia do Togo
Demografia da Tunísia
Demografia de Uganda
Demografia de Santa Helena (território)
Demografia do Saara Ocidental
Missões diplomáticas da África do Sul
Missões diplomáticas da Argélia
Missões diplomáticas de Angola
Missões diplomáticas de Benim
Missões diplomáticas do Botsuana
Missões diplomáticas de Burquina Fasso
Missões diplomáticas de Burundi
Missões diplomáticas de Camarões
Missões diplomáticas de Cabo Verde
Missões diplomáticas do Chade
Missões diplomáticas de Comores
Missões diplomáticas do Congo
Missões diplomáticas da Costa do Marfim
Missões diplomáticas de Djibouti
Missões diplomáticas do Egito
Missões diplomáticas da Eritreia
Missões diplomáticas de Essuatíni
Missões diplomáticas da Etiópia
Missões diplomáticas do Gabão
Missões diplomáticas da Gâmbia
Missões diplomáticas do Gana
Missões diplomáticas da Guiné
Missões diplomáticas da Guiné-Bissau
Missões diplomáticas de Guiné Equatorial
Missões diplomáticas do Lesoto
Missões diplomáticas da Libéria
Missões diplomáticas da Líbia
Missões diplomáticas de Madagáscar
Missões diplomáticas de Maláui
Missões diplomáticas de Mali
Missões diplomáticas da Mauritânia
Missões diplomáticas da Maurícia
Missões diplomáticas do Marrocos
Missões diplomáticas de Moçambique
Missões diplomáticas da Namíbia
Missões diplomáticas do Níger
Missões diplomáticas da Nigéria
Missões diplomáticas do Quênia
Missões diplomáticas da República Centro-Africana
Missões diplomáticas da República Democrática do Congo
Missões diplomáticas de Ruanda
Missões diplomáticas do Saara Ocidental
Missões diplomáticas de São Tomé e Príncipe
Missões diplomáticas de Seicheles
Missões diplomáticas do Senegal
Missões diplomáticas de Serra Leoa
Missões diplomáticas da Somália
Missões diplomáticas do Sudão
Missões diplomáticas do Sudão do Sul
Missões diplomáticas da Tanzânia
Missões diplomáticas de Togo
Missões diplomáticas da Tunísia
Missões diplomáticas de Uganda
Missões diplomáticas da Zâmbia
Missões diplomáticas do Zimbábue
Base Virtual Internacional de Autoridade
Museu Britânico
Biblioteca Nacional da República Argentina
Biblioteca Nacional da Espanha
Biblioteca Nacional da França
Grande Enciclopédia Soviética
Encyclopædia Britannica
Faceted Application of Subject Terminology
Gemeinsame Normdatei
Dicionário Histórico da Suíça
KulturNav
Número de controle da Biblioteca do Congresso
Arquivos Nacionais e Administração de Documentos
Biblioteca Nacional da Dieta
Sistema Universitário de Documentação
Enciclopédia Treccani
Biblioteca Nacional do Brasil
Descritores em Ciências da Saúde
Biblioteca Nacional do México
GeoNames
Getty Thesaurus of Geographic Names
TripAdvisor
Medical Subject Headings
Sistema Unificado de Linguagem Médica
